<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_COMMODITIES_PACKAGING_TOTAL VOLUME>,$commodity_totalVolume,commodityBookLineItemList.getVolume().toString(),String,0;1,,CommodityBookLineItemList,,,
Concatenate,$concat,({P} + {P}),String,N,String;String,,,,
Concatenate3,$concat3,({P} + {P} + {P}),String,N,String;String;String,,,,
Concatenate4,$concat4,({P} + {P} + {P} + {P}),String,N,String;String;String;String,,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CARBON DIOXIDE>,$container_carbonDioxide,bookLineItem.getReeferDetail().getCo2Level().toString(),String,0;1;2,,BookLineItem,,,
Container Number,$container_containerNumber,siContainerAllocation.getContainerNumber(),String,0;1,,SiContainerAllocation,,,
$bi_containerOperator XREF-TO Equipment=>Equipment Admin=>Container Operators=> <SHORT CODE>,$container_containerOperatorCodeShort,booking.getContainerOperator().getEdiCode(),String,0;1;2,,Booking,,,
$bi_containerOperator XREF-TO Equipment=>Equipment Admin=>Container Operators=> <SMDG CODE>,$container_containerOperatorCodeSmdg,,,,,,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CONTAINER OWNER>,$container_containerOwner,bookLineItem.getContDetail().getContOwnerType(),String,0;1,,BookLineItem,,,
$container_containerNumber XREF-TO Equipment=>ContainerStock=>Container Owner=> <SHORT CODE>,$container_containerOwnerCodeShort,siContainerAllocation.getContainerStock().getCompany().getShortName(),String,0;1,,SiContainerAllocation,,,
$container_containerNumber XREF-TO Equipment=>ContainerStock=>Container Owner=> <SMDG CODE>,$container_containerOwnerCodeSmdg,siContainerAllocation.getContainerStock().getCompany().getSmdgCode(),String,0;1,,SiContainerAllocation,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CONTAINER TYPE>,$bli_container_containerTypeISO,bookLineItem.getContDetail().getContType().getContTypeName(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CONTAINER TYPE>,$bli_container_containerTypeText,bookLineItem.getContDetail().getContType().getContTypeDesc(),String,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_EMPTY>,$bli_container_isEmpty,bookLineItem.getContDetail().isEmptyContainer(),boolean,0;1,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CONTAINER TYPE>,$container_containerTypeISO,siContainerAllocation.getBookLineItem().getContDetail().getContType().getIsoCode00B(),String,0;1;2,,SiContainerAllocation,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CONTAINER TYPE>,$container_containerTypeText,siContainerAllocation.getBookLineItem().getContDetail().getContType().getContTypeDesc(),String,0;1;2,,SiContainerAllocation,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_CONTAINER TYPE>,$container_containerTypeObj,siContainerAllocation.getBookLineItem().getContDetail().getContType(),ContainerType,0;1;2;3,,SiContainerAllocation,,,
Container Detail Object,$container_contDetail,bookLineItem.getContDetail(),ContDetail,0;1,,BookLineItem,,,
BLI has On-carriage,$container_hasOncar,bookLineItem.hasOnCarriage(),boolean,0,,BookLineItem,,,
BLI has Pre-carriage,$container_hasPrecar,bookLineItem.hasPreCarriage(),boolean,0,,BookLineItem,,,
<BI_BOOK LINE ITEMS_BOOKING CONTAINER DETAILS_CONTAINER DETAILS_HUMIDITY>,$container_humidity,bookLineItem.getReeferDetail().getRfrHumid().toString(),String,0;1;2,,BookLineItem,,,
